0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000027,-0.000227,0.000439,-0.000062,0.038280,-0.000215,-73.195381,0.356000,1.183000,0.156000,0.791200,0.296400,-0.219200,0.991600,0.000000
0.000034,-0.000254,0.000433,-0.000055,0.038246,-0.000266,-73.195366,0.338000,1.231000,0.141600,0.764800,0.294000,-0.218000,1.006400,0.000000
0.000027,-0.000227,0.000439,-0.000055,0.038263,-0.000249,-73.195343,0.324000,1.224000,0.152800,0.772800,0.278400,-0.229200,0.994400,0.000000
0.000027,-0.000254,0.000412,-0.000062,0.038263,-0.000257,-73.195389,0.335000,1.237000,0.168000,0.784800,0.295200,-0.213600,0.988400,0.000000
0.000034,-0.000233,0.000419,-0.000089,0.038272,-0.000257,-73.195389,0.322000,1.196000,0.158400,0.766400,0.295600,-0.229200,0.994000,0.000000
0.000014,-0.000247,0.000426,-0.000062,0.038255,-0.000275,-73.195381,0.333000,1.211000,0.162400,0.765600,0.280000,-0.226400,1.006400,0.000000
0.000014,-0.000247,0.000426,-0.000062,0.038255,-0.000275,-73.195381,0.333000,1.211000,0.162400,0.765600,0.280000,-0.226400,1.006400,0.000000
0.000027,-0.000247,0.000419,-0.000069,0.038272,-0.000249,-73.195366,0.312000,1.225000,0.188000,0.776800,0.293200,-0.215200,0.990800,0.000000
0.000034,-0.000254,0.000439,-0.000103,0.038255,-0.000223,-73.195374,0.332000,1.176000,0.156800,0.784800,0.278800,-0.215600,1.002000,0.000000
0.000027,-0.000247,0.000426,-0.000062,0.038220,-0.000266,-73.195381,0.337000,1.225000,0.148000,0.775200,0.296800,-0.223200,0.990400,0.000000
0.000027,-0.000247,0.000426,-0.000062,0.038220,-0.000266,-73.195381,0.337000,1.225000,0.148000,0.775200,0.296800,-0.223200,0.990400,0.000000
0.000021,-0.000233,0.000439,-0.000055,0.038272,-0.000249,-73.195381,0.345000,1.197000,0.140000,0.774400,0.294000,-0.218800,0.983200,0.000000
0.000034,-0.000247,0.000419,-0.000062,0.038280,-0.000257,-73.195381,0.313000,1.171000,0.159200,0.772800,0.294800,-0.211200,1.003200,0.000000
0.000021,-0.000247,0.000419,-0.000082,0.038255,-0.000249,-73.195366,0.344000,1.206000,0.171200,0.774400,0.290000,-0.226400,1.009200,0.000000
0.000014,-0.000254,0.000439,-0.000069,0.038255,-0.000249,-73.195381,0.337000,1.225000,0.129600,0.781600,0.283600,-0.228400,1.002000,0.000000
0.000007,-0.000227,0.000405,-0.000048,0.038280,-0.000249,-73.195374,0.344000,1.196000,0.180800,0.766400,0.287600,-0.226000,0.998400,0.000000
